Layer,Similarity,Cosine Similarity
17.input_layernorm,95.1416015625,0.9999991655349731
17.mlp.down_proj,5.574165071759905,0.9992825984954834
17.mlp.gate_proj,4.349635328565325,0.9990217685699463
17.mlp.up_proj,4.030171462467739,0.9989289045333862
17.post_attention_layernorm,96.97265625,0.999999463558197
17.self_attn.k_proj,5.191683769226074,0.9994202852249146
17.self_attn.o_proj,3.512096405029297,0.9986417293548584
17.self_attn.q_proj,4.427427053451538,0.999206006526947
17.self_attn.v_proj,3.6465883255004883,0.998682975769043
18.input_layernorm,91.5283203125,0.9999984502792358
18.mlp.down_proj,5.8730636324201315,0.9994665384292603
18.mlp.gate_proj,4.308782305036273,0.9990250468254089
18.mlp.up_proj,3.9776733943394254,0.9989215731620789
18.post_attention_layernorm,94.189453125,0.9999988675117493
18.self_attn.k_proj,5.0373077392578125,0.9993786811828613
18.self_attn.o_proj,3.638213872909546,0.9987510442733765
18.self_attn.q_proj,4.227274656295776,0.9991379380226135
18.self_attn.v_proj,3.646683692932129,0.9987682700157166
19.input_layernorm,91.4306640625,0.9999984502792358
19.mlp.down_proj,6.000801495143345,0.9995476007461548
19.mlp.gate_proj,4.27403450012207,0.9990447163581848
19.mlp.up_proj,3.9427229336329868,0.9988012313842773
19.post_attention_layernorm,83.740234375,0.9999973773956299
19.self_attn.k_proj,5.256342887878418,0.9993754625320435
19.self_attn.o_proj,3.77771258354187,0.9988640546798706
19.self_attn.q_proj,4.4822633266448975,0.9991883635520935
19.self_attn.v_proj,4.039645195007324,0.9989666938781738
20.input_layernorm,91.6748046875,0.9999984502792358
20.mlp.down_proj,5.912632601601737,0.9995083808898926
20.mlp.gate_proj,4.215012277875628,0.9990333318710327
20.mlp.up_proj,3.741094044276646,0.9987634420394897
20.post_attention_layernorm,66.259765625,0.9999948143959045
20.self_attn.k_proj,5.366921424865723,0.9994394183158875
20.self_attn.o_proj,3.9257466793060303,0.9989411234855652
20.self_attn.q_proj,4.597592353820801,0.9992415904998779
20.self_attn.v_proj,4.341030120849609,0.9991095066070557
21.input_layernorm,93.1396484375,0.9999986886978149
21.mlp.down_proj,5.940214225224087,0.9995166659355164
21.mlp.gate_proj,4.341375827789307,0.9990626573562622
21.mlp.up_proj,3.6579251289367676,0.9987252950668335
21.post_attention_layernorm,52.0751953125,0.9999947547912598
21.self_attn.k_proj,5.4480791091918945,0.9994014501571655
21.self_attn.o_proj,4.071390628814697,0.9989835023880005
21.self_attn.q_proj,4.7685980796813965,0.9992230534553528
21.self_attn.v_proj,4.482269287109375,0.9991050362586975
22.input_layernorm,92.87109375,0.9999986290931702
22.mlp.down_proj,5.998829432896206,0.9995372295379639
22.mlp.gate_proj,4.242748873574393,0.9990500807762146
22.mlp.up_proj,3.661857332502093,0.9987307190895081
22.post_attention_layernorm,54.7607421875,0.9999957084655762
22.self_attn.k_proj,5.548262596130371,0.9994333982467651
22.self_attn.o_proj,4.26056981086731,0.9990752339363098
22.self_attn.q_proj,4.954814910888672,0.9992378354072571
22.self_attn.v_proj,5.041599273681641,0.9992771744728088
23.input_layernorm,91.455078125,0.9999984502792358
23.mlp.down_proj,5.811808790479388,0.9994601011276245
23.mlp.gate_proj,4.230679784502302,0.9989987015724182
23.mlp.up_proj,3.5798140934535434,0.9986571669578552
23.post_attention_layernorm,69.6533203125,0.9999971389770508
23.self_attn.k_proj,5.883288383483887,0.9994810819625854
23.self_attn.o_proj,4.539245367050171,0.999186098575592
23.self_attn.q_proj,5.158698558807373,0.9993505477905273
23.self_attn.v_proj,5.289292335510254,0.9993492364883423
24.input_layernorm,73.14453125,0.9999961853027344
24.mlp.down_proj,5.880282606397357,0.9994907379150391
24.mlp.gate_proj,4.271279062543597,0.9990487694740295
24.mlp.up_proj,3.5720501627240866,0.9986830949783325
24.post_attention_layernorm,84.7412109375,0.9999985098838806
24.self_attn.k_proj,5.801272392272949,0.9994752407073975
24.self_attn.o_proj,4.67602014541626,0.9992290139198303
24.self_attn.q_proj,5.3202033042907715,0.9994279742240906
24.self_attn.v_proj,5.808782577514648,0.9994716048240662
25.input_layernorm,67.236328125,0.9999955296516418
25.mlp.down_proj,5.807484899248395,0.9994295835494995
25.mlp.gate_proj,4.222018378121512,0.9989942312240601
25.mlp.up_proj,3.592125007084438,0.9986577033996582
25.post_attention_layernorm,90.234375,0.9999990463256836
25.self_attn.k_proj,6.528282165527344,0.9995917081832886
25.self_attn.o_proj,5.334943532943726,0.9993636608123779
25.self_attn.q_proj,5.550098419189453,0.9994474053382874
25.self_attn.v_proj,6.405735015869141,0.9994829893112183
26.input_layernorm,81.4453125,0.9999971389770508
26.mlp.down_proj,5.929945196424212,0.9994576573371887
26.mlp.gate_proj,4.2020167623247415,0.9989170432090759
26.mlp.up_proj,3.5929577691214423,0.9986516833305359
26.post_attention_layernorm,91.552734375,0.9999991655349731
26.self_attn.k_proj,6.573724746704102,0.9996182918548584
26.self_attn.o_proj,5.633938312530518,0.9994478821754456
26.self_attn.q_proj,5.846166610717773,0.9995100498199463
26.self_attn.v_proj,6.990814208984375,0.9996072053909302
27.input_layernorm,70.4345703125,0.9999958872795105
27.mlp.down_proj,6.1143960271562845,0.9994968771934509
27.mlp.gate_proj,4.239864008767264,0.9988928437232971
27.mlp.up_proj,3.634309768676758,0.9986538887023926
27.post_attention_layernorm,95.6298828125,0.9999996423721313
27.self_attn.k_proj,7.5629472732543945,0.99964839220047
27.self_attn.o_proj,6.4529478549957275,0.9995447397232056
27.self_attn.q_proj,6.686604022979736,0.9995923042297363
27.self_attn.v_proj,7.323312759399414,0.9996134042739868
28.input_layernorm,86.6455078125,0.9999977350234985
28.mlp.down_proj,6.282622473580497,0.9993855953216553
28.mlp.gate_proj,4.2644500732421875,0.9987285733222961
28.mlp.up_proj,3.6975519997732977,0.9984500408172607
28.post_attention_layernorm,97.314453125,0.9999997615814209
28.self_attn.k_proj,7.470130920410156,0.9996687173843384
28.self_attn.o_proj,7.707047462463379,0.999666154384613
28.self_attn.q_proj,7.007426023483276,0.9996159672737122
28.self_attn.v_proj,9.724617004394531,0.999748170375824
29.input_layernorm,63.1591796875,0.9999949932098389
29.mlp.down_proj,6.43854992730277,0.9993292689323425
29.mlp.gate_proj,4.245563915797642,0.998816728591919
29.mlp.up_proj,3.847147737230573,0.9985860586166382
29.post_attention_layernorm,96.142578125,0.9999996423721313
29.self_attn.k_proj,8.608222007751465,0.9997538924217224
29.self_attn.o_proj,9.289050102233887,0.9997518062591553
29.self_attn.q_proj,7.84345269203186,0.9996962547302246
29.self_attn.v_proj,11.968135833740234,0.9998509287834167
30.input_layernorm,78.0029296875,0.9999966621398926
30.mlp.down_proj,6.833394936152867,0.9994443655014038
30.mlp.gate_proj,4.571213041033063,0.9986768960952759
30.mlp.up_proj,4.424788270677839,0.9981769919395447
30.post_attention_layernorm,88.623046875,0.9999992251396179
30.self_attn.k_proj,9.109640121459961,0.9997735023498535
30.self_attn.o_proj,9.134727716445923,0.9996903538703918
30.self_attn.q_proj,8.709239959716797,0.9997125267982483
30.self_attn.v_proj,13.957405090332031,0.999906599521637
31.input_layernorm,80.8349609375,0.9999969005584717
31.mlp.down_proj,6.749745777675084,0.9988541603088379
31.mlp.gate_proj,4.866063594818115,0.9986456632614136
31.mlp.up_proj,4.635277816227505,0.9984679818153381
31.post_attention_layernorm,79.78515625,0.9999984502792358
31.self_attn.k_proj,9.323692321777344,0.9997794032096863
31.self_attn.o_proj,11.208313703536987,0.9998663663864136
31.self_attn.q_proj,8.990252017974854,0.9997264742851257
31.self_attn.v_proj,14.557719230651855,0.9998892545700073
embed_tokens,12.481790161132812,0.9998679161071777
lm_head,20.346202850341797,0.999954104423523
norm,70.2880859375,0.9999963045120239
Mean,21.83146887883639,0.9993377665883487
