Layer,Similarity,Cosine Similarity
11.mlp.gate_proj,0.219205447605678,0.9938533306121826
11.mlp.up_proj,0.22663218634469168,0.9945157170295715
11.post_attention_layernorm,100.0,1.0000001192092896
11.self_attn.k_proj,0.23381710052490234,0.9955199956893921
11.self_attn.o_proj,0.14913678169250488,0.9886684417724609
11.self_attn.q_proj,0.18025636672973633,0.9918920993804932
11.self_attn.v_proj,0.16634464263916016,0.9904330968856812
12.input_layernorm,100.0,1.0
12.mlp.down_proj,0.31079905373709543,0.9969433546066284
12.mlp.gate_proj,0.21440471921648296,0.9936634302139282
12.mlp.up_proj,0.22714308329990934,0.9946644902229309
12.post_attention_layernorm,100.0,1.0
12.self_attn.k_proj,0.22885799407958984,0.995429515838623
12.self_attn.o_proj,0.15514492988586426,0.9892603754997253
12.self_attn.q_proj,0.1950085163116455,0.9930826425552368
12.self_attn.v_proj,0.15790462493896484,0.9893567562103271
13.input_layernorm,100.0,0.9999998807907104
13.mlp.down_proj,0.3018498420715332,0.9967764019966125
13.mlp.gate_proj,0.20993266786847797,0.9932917356491089
13.mlp.up_proj,0.22749219621930805,0.9944101572036743
13.post_attention_layernorm,100.0,1.0
13.self_attn.k_proj,0.24175643920898438,0.9955569505691528
13.self_attn.o_proj,0.157243013381958,0.9896643161773682
13.self_attn.q_proj,0.18441081047058105,0.9923369884490967
13.self_attn.v_proj,0.15943050384521484,0.9899081587791443
14.input_layernorm,100.0,1.0
14.mlp.down_proj,0.31459501811436247,0.997082531452179
14.mlp.gate_proj,0.20321437290736605,0.9931280612945557
14.mlp.up_proj,0.2282329968043736,0.9945841431617737
14.post_attention_layernorm,100.0,1.0
14.self_attn.k_proj,0.20611286163330078,0.9942615628242493
14.self_attn.o_proj,0.16464591026306152,0.9903775453567505
14.self_attn.q_proj,0.1752316951751709,0.9912012815475464
14.self_attn.v_proj,0.17278194427490234,0.991387128829956
15.input_layernorm,100.0,1.0
15.mlp.down_proj,0.31296866280691965,0.9970639944076538
15.mlp.gate_proj,0.2092395509992327,0.9934574365615845
15.mlp.up_proj,0.2234561102730887,0.994402289390564
15.post_attention_layernorm,100.0,1.0
15.self_attn.k_proj,0.1863718032836914,0.9930577874183655
15.self_attn.o_proj,0.16317963600158691,0.9903390407562256
15.self_attn.q_proj,0.17089247703552246,0.990748405456543
15.self_attn.v_proj,0.16868114471435547,0.9910476207733154
16.input_layernorm,100.0,1.0
16.mlp.down_proj,0.30779668263026644,0.9969125986099243
16.mlp.gate_proj,0.2079554966517857,0.9934612512588501
16.mlp.up_proj,0.22235768181937082,0.9943504333496094
16.post_attention_layernorm,100.0,0.9999998807907104
16.self_attn.k_proj,0.20248889923095703,0.9939565658569336
16.self_attn.o_proj,0.16150474548339844,0.9902791380882263
16.self_attn.q_proj,0.16911029815673828,0.9905892610549927
16.self_attn.v_proj,0.1667022705078125,0.9909563064575195
17.input_layernorm,100.0,1.0
17.mlp.down_proj,0.29885939189365934,0.9967482089996338
17.mlp.gate_proj,0.20725386483328684,0.9933916330337524
17.mlp.up_proj,0.2234339714050293,0.9944148063659668
17.post_attention_layernorm,100.0,1.0
17.self_attn.k_proj,0.21033287048339844,0.9934860467910767
17.self_attn.o_proj,0.1528322696685791,0.98897385597229
17.self_attn.q_proj,0.1716136932373047,0.9912823438644409
17.self_attn.v_proj,0.1594066619873047,0.9900240898132324
18.input_layernorm,100.0,0.9999998807907104
18.mlp.down_proj,0.3010187830243792,0.9968194961547852
18.mlp.gate_proj,0.21306787218366352,0.9934687614440918
18.mlp.up_proj,0.21139213017054964,0.9937353134155273
18.post_attention_layernorm,100.0,0.9999999403953552
18.self_attn.k_proj,0.19023418426513672,0.9930980205535889
18.self_attn.o_proj,0.1510024070739746,0.9884704351425171
18.self_attn.q_proj,0.16564726829528809,0.9906917810440063
18.self_attn.v_proj,0.15590190887451172,0.99003005027771
19.input_layernorm,100.0,0.9999999403953552
19.mlp.down_proj,0.28283936636788504,0.9964475631713867
19.mlp.gate_proj,0.20561388560703825,0.9930408596992493
19.mlp.up_proj,0.2135753631591797,0.9938328862190247
19.post_attention_layernorm,100.0,0.9999999403953552
19.self_attn.k_proj,0.1956939697265625,0.9933891892433167
19.self_attn.o_proj,0.13868212699890137,0.986733078956604
19.self_attn.q_proj,0.17107725143432617,0.9908812046051025
19.self_attn.v_proj,0.16467571258544922,0.9901940822601318
20.input_layernorm,100.0,1.0
20.mlp.down_proj,0.27232340403965544,0.9962176084518433
20.mlp.gate_proj,0.20282268524169922,0.9928863048553467
20.mlp.up_proj,0.2055644989013672,0.9934927225112915
20.post_attention_layernorm,100.0,1.0
20.self_attn.k_proj,0.17938613891601562,0.9922620058059692
20.self_attn.o_proj,0.13138651847839355,0.9845858812332153
20.self_attn.q_proj,0.1549243927001953,0.988869309425354
20.self_attn.v_proj,0.16069412231445312,0.9899032115936279
21.input_layernorm,100.0,1.0
21.mlp.down_proj,0.26404006140572683,0.9959452748298645
21.mlp.gate_proj,0.204033511025565,0.9927886724472046
21.mlp.up_proj,0.19886493682861328,0.9930736422538757
21.post_attention_layernorm,100.0,0.9999999403953552
21.self_attn.k_proj,0.1742839813232422,0.9918042421340942
21.self_attn.o_proj,0.12082457542419434,0.9817655086517334
21.self_attn.q_proj,0.15423893928527832,0.9887850880622864
21.self_attn.v_proj,0.1479625701904297,0.9882023930549622
22.input_layernorm,100.0,0.9999998807907104
22.mlp.down_proj,0.2577509198869978,0.9957089424133301
22.mlp.gate_proj,0.20207847867693218,0.9927631616592407
22.mlp.up_proj,0.19966534205845426,0.9930828809738159
22.post_attention_layernorm,100.0,1.0
22.self_attn.k_proj,0.1762866973876953,0.9914312362670898
22.self_attn.o_proj,0.12433528900146484,0.9825955629348755
22.self_attn.q_proj,0.14914274215698242,0.9871546626091003
22.self_attn.v_proj,0.15778541564941406,0.9892038106918335
23.input_layernorm,100.0,1.0
23.mlp.down_proj,0.2570509910583496,0.9958000183105469
23.mlp.gate_proj,0.20295211247035433,0.9928379058837891
23.mlp.up_proj,0.19757236753191265,0.9929243326187134
23.post_attention_layernorm,100.0,1.0
23.self_attn.k_proj,0.1762866973876953,0.9912950992584229
23.self_attn.o_proj,0.12053847312927246,0.9813413619995117
23.self_attn.q_proj,0.1445472240447998,0.9873624444007874
23.self_attn.v_proj,0.15499591827392578,0.9889764785766602
24.input_layernorm,100.0,1.0
24.mlp.down_proj,0.26167971747262136,0.9958197474479675
24.mlp.gate_proj,0.20317520414079937,0.9927597045898438
24.mlp.up_proj,0.1985056059701102,0.9930307269096375
24.post_attention_layernorm,100.0,1.0
24.self_attn.k_proj,0.1832723617553711,0.9920257329940796
24.self_attn.o_proj,0.1205742359161377,0.9812374711036682
24.self_attn.q_proj,0.14635324478149414,0.9871699810028076
24.self_attn.v_proj,0.16167163848876953,0.9895409941673279
25.input_layernorm,100.0,1.0000001192092896
25.mlp.down_proj,0.2622297831944057,0.9959014654159546
25.mlp.gate_proj,0.21097660064697266,0.9927915334701538
25.mlp.up_proj,0.19977263041904997,0.9931842088699341
25.post_attention_layernorm,100.0,1.0
25.self_attn.k_proj,0.19061565399169922,0.9926614761352539
25.self_attn.o_proj,0.13518929481506348,0.9841997623443604
25.self_attn.q_proj,0.15752911567687988,0.9881013631820679
25.self_attn.v_proj,0.17178058624267578,0.9899669885635376
26.input_layernorm,100.0,1.0
26.mlp.down_proj,0.2595339502607073,0.9958334565162659
26.mlp.gate_proj,0.2040811947413853,0.9927178025245667
26.mlp.up_proj,0.20105838775634766,0.9931386709213257
26.post_attention_layernorm,100.0,1.0000001192092896
26.self_attn.k_proj,0.17461776733398438,0.9911220669746399
26.self_attn.o_proj,0.1370072364807129,0.9854429364204407
26.self_attn.q_proj,0.14523863792419434,0.985701858997345
26.self_attn.v_proj,0.17726421356201172,0.9910093545913696
27.input_layernorm,100.0,0.9999998807907104
27.mlp.down_proj,0.2714940479823521,0.9961035251617432
27.mlp.gate_proj,0.20506552287510466,0.9931389093399048
27.mlp.up_proj,0.19901139395577566,0.9930797815322876
27.post_attention_layernorm,100.0,1.0000001192092896
27.self_attn.k_proj,0.17859935760498047,0.9910237789154053
27.self_attn.o_proj,0.12662410736083984,0.9822346568107605
27.self_attn.q_proj,0.14751553535461426,0.9870112538337708
27.self_attn.v_proj,0.15933513641357422,0.9888101816177368
28.input_layernorm,100.0,1.0
28.mlp.down_proj,0.2844742366245815,0.9964830875396729
28.mlp.gate_proj,0.20828587668282644,0.9928038120269775
28.mlp.up_proj,0.20435026713779997,0.9932122230529785
28.post_attention_layernorm,100.0,0.9999998807907104
28.self_attn.k_proj,0.16047954559326172,0.9901089668273926
28.self_attn.o_proj,0.15102624893188477,0.9879564642906189
28.self_attn.q_proj,0.1407921314239502,0.9860435724258423
28.self_attn.v_proj,0.18813610076904297,0.9922302961349487
29.input_layernorm,100.0,1.0000001192092896
29.mlp.down_proj,0.2969060625348772,0.9967072010040283
29.mlp.gate_proj,0.2083574022565569,0.9930107593536377
29.mlp.up_proj,0.21006379808698383,0.9934757947921753
29.post_attention_layernorm,100.0,1.0
29.self_attn.k_proj,0.14712810516357422,0.9868454933166504
29.self_attn.o_proj,0.14365911483764648,0.9874789118766785
29.self_attn.q_proj,0.15074610710144043,0.9880281686782837
29.self_attn.v_proj,0.1979827880859375,0.9936721920967102
30.input_layernorm,100.0,1.0000001192092896
30.mlp.down_proj,0.34894091742379324,0.9975496530532837
30.mlp.gate_proj,0.21382740565708708,0.9932860136032104
30.mlp.up_proj,0.22102594375610352,0.994169294834137
30.post_attention_layernorm,100.0,1.0
30.self_attn.k_proj,0.14548301696777344,0.9885103702545166
30.self_attn.o_proj,0.1557469367980957,0.9888015985488892
30.self_attn.q_proj,0.13710260391235352,0.9848050475120544
30.self_attn.v_proj,0.21970272064208984,0.9947059154510498
31.input_layernorm,100.0,1.0
31.mlp.down_proj,0.4754815782819476,0.9987377524375916
31.mlp.gate_proj,0.24639538356236051,0.9953520894050598
31.mlp.up_proj,0.26408093316214426,0.9958983063697815
31.post_attention_layernorm,100.0,1.0000001192092896
31.self_attn.k_proj,0.1545429229736328,0.9884756207466125
31.self_attn.o_proj,0.16091465950012207,0.9899499416351318
31.self_attn.q_proj,0.13965368270874023,0.9853372573852539
31.self_attn.v_proj,0.23643970489501953,0.995143473148346
embed_tokens,100.0,0.9999999403953552
lm_head,83.16461029052734,0.9999978542327881
norm,100.0,1.0
Mean,23.121350225678952,0.9937895606063896
